'ServiceCity','ServiceState','ServiceZip','MeterMake','MeterModel','MeterSize','dateofaccountinitiation_d','SampleReads','SampleBegins_d','SampleEnds_d','AnnualKgal','SeasonalKgal','NonseasonalKgal','PctSeasonal','Log_AnnualKgal_Bin','wave','language','q8c','q8d','q15a','q15h','q20f','q21a','q31e','q33l','Clayton_attitude_A','Clayton_attitude_B','Clayton_attitude_C','Clayton_attitude_D','survey_year_moved_in','survey_number_of_bedrooms','survey_number_of_adults','survey_number_of_teenagers','survey_number_of_children','survey_number_of_infants','capita','utility','PrimaryFirst','survey_year','survey_number_of_toilets','survey_number_of_bathtub_showers','survey_number_of_bathtub_only','survey_number_of_whirlpools','survey_number_of_shower_only','survey_number_of_utility_sink','survey_number_of_bathtubs','survey_number_of_showers','survey_disposal','survey_ice_maker','survey_dishwasher','survey_clothes_washer_HE','survey_hot_water_tankless','survey_hot_water_on_demand','survey_evap_cooler','survey_humidifier','survey_treatment','survey_aquarium','survey_pets','survey_spa_indoor','survey_water_feature_indoor','survey_greenhouse_indoor','survey_other_features','survey_number_of_toilets_GT16','survey_number_of_toilets_16','survey_number_of_toilets_HET','survey_number_of_toilets_dual','survey_number_of_showers_hydra','survey_number_of_showers_rain','survey_number_of_showers_spray','survey_replaced_toilets_10','survey_replaced_showerheads_10','survey_replaced_clothes_washer_10','survey_replaced_dishwasher_10','survey_leak_toilet','survey_faucet_drips','survey_leak_pool','survey_leak_irrigation','survey_leak_other','survey_hot_water_gas','survey_hot_water_electric','survey_hot_water_propane','survey_hot_water_solar','survey_hot_water_wait','survey_hot_water_wait_kitchen','survey_hot_water_wait_master_bath','survey_hot_water_wait_other_bath','survey_hot_water_wait_other_room','survey_hot_water_waiting','survey_hot_water_wait_bother','survey_irrigation','survey_landscape_no_maintenance','survey_landscaper','survey_landscaper_waters','survey_well','survey_canal_ditch','survey_stream','survey_rain_barrel','survey_roof_direction','survey_gray_water','survey_other_sources_pct','survey_landscape_turf','survey_landscape_trees_and_shrubs','survey_garden_veggie','survey_garden_flower','survey_landscape_low_water','survey_landscape_nonirrigated','survey_manual_irrigation_pct','survey_irrigation_inground','survey_irrigation_inground_timer','survey_irrigation_inground_master','survey_irrigation_inground_bfp','survey_irrigation_inground_drip','survey_irrigation_manual_override','survey_irrigation_sensor_soil','survey_irrigation_sensor_rain','survey_irrigation_inground_timer_adjusted','survey_irrigation_inground_wbic','survey_spa_or_hot_tub_outdoor','survey_spa_or_hot_tub_outdoor_filled','survey_water_feature_outdoor','survey_pool','survey_pool_fill_automatic','survey_pool_cover_chemical','survey_pool_cover','survey_pool_cover_overnight','survey_car_washed','survey_walk_washed','survey_program_participation_3','survey_conservation_last_few','survey_giveaway_3','survey_retrofit_rebate_3','survey_landscape_rebate_3','survey_followed_guidelines','survey_replaced_clothes_washer_HE','survey_conservation_shower_short','survey_replaced_showerheads_LF','survey_toilet_inserts','survey_replaced_toilets_last_few','survey_disposal_used_less','survey_dishwasher_used_less','survey_clothes_washer_used_less','survey_faucet_drips_repaired','survey_audit_last_few','survey_shower_bucket','survey_replaced_dishwasher_HE','survey_car_washed_less_often','survey_irrigation_less_often','survey_irrigation_avoid_heat','survey_landscape_low_water_last_few','survey_irrigation_timer_shortened_last_few','survey_leak_irrigation_repaired','survey_irrigation_inground_monitor','survey_irrigation_inground_cycle','survey_gray_water_last_few','survey_rain_barrel_last_few','survey_drought','survey_household_pays','survey_year_built','survey_age_of_home','survey_years_in_home','survey_renter','survey_homies','survey_adults_employed','survey_baths_per_week','survey_showers_not_at_home','survey_highest_grade','survey_income','survey_participant','reuws2_attitude_A','reuws2_attitude_B','reuws2_attitude_C','reuws2_attitude_D','reuws2_attitude_E','reuws2_attitude_F','reuws2_attitude_G','reuws2_attitude_H','reuws2_attitude_I','reuws2_attitude_J','reuws2_attitude_K','reuws2_attitude_L','reuws2_attitude_M','reuws2_attitude_N','reuws2_attitude_O','reuws2_attitude_P','reuws2_attitude_Q','reuws2_attitude_R','reuws2_attitude_S','imported_d','MeterSPTypeDesc','Dateactive','SampleDays','AverageGPD','WinterReads','Fort_Collins_attitude_A','PremiseYear','Scottsdale_aerator_rebates','Scottsdale_irrigation_controller_rebates','Scottsdale_hot_water_recirculator_rebates','Scottsdale_showerhead_rebates','Scottsdale_toilet_rebates','Scottsdale_turf_rebates','Scottsdale_attitude_A','Scottsdale_attitude_B','Scottsdale_attitude_C','SurveyID'
'FORT COLLINS','CO','80525','NP','T10-WALL-TP','','',12.00,'2010-01-06','2010-12-09',170.40,79.52,90.87,46.66,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',9/12/2008 0:00:00,337.00,505.63,3.00,,,,,,,,,,,,531904.00
'FORT COLLINS','CO','80526','BG','35-WALL-TP','','',11.00,'2010-02-01','2010-12-02',170.66,136.48,34.17,79.97,5.00,1.00,1.00,,,1.00,,,,,,,,,,2009.00,3.00,2.00,1.00,1.00,0.00,4.00,53.00,1.00,2011.00,3.00,,,,,,,,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,,,,,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.67,1.00,1992.00,19.00,2.00,0.00,2.00,2.00,0.00,2.00,18.00,$125000.00,0.00,0.50,1.00,1.00,0.50,-0.50,1.00,1.00,-0.50,1.00,0.50,0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,'2012-04-12','',8/14/2009 0:00:00,304.00,561.38,2.00,4.00,,,,,,,,,,,531905.00
'FORT COLLINS','CO','80526','BG','35-WALL-TP','','',12.00,'2010-01-25','2010-12-23',171.05,98.79,72.25,57.75,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',6/30/2007 0:00:00,332.00,515.21,3.00,,,,,,,,,,,,531906.00
'FORT COLLINS','CO','80524','NP','T10-WALL-TP','','',12.00,'2010-01-26','2010-12-27',172.09,102.64,69.45,59.64,5.00,1.00,1.00,,,1.00,,,,,,,,,,1993.00,3.00,2.00,1.00,0.00,0.00,3.00,53.00,1.00,2011.00,3.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,,1.00,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.50,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,1.00,1.00,1.00,1.00,0.33,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,1.00,0.50,0.00,0.00,,,,,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,1992.00,19.00,18.00,0.00,1.00,1.00,5.00,0.00,14.00,$87500.00,0.00,0.50,0.50,0.50,1.00,1.00,-0.50,0.50,0.50,1.00,-1.00,-1.00,-1.00,-0.50,-0.50,0.50,-1.00,-0.50,-0.50,-0.50,'2012-04-12','',5/10/1993 0:00:00,335.00,513.72,2.00,4.00,,,,,,,,,,,531907.00
'FORT COLLINS','CO','80525','BG','BR35-WALL-TP','','',12.00,'2010-01-04','2010-12-08',172.20,128.25,43.94,74.47,5.00,1.00,1.00,,,1.00,,,1.00,,,,,,,1977.00,4.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,3.00,1.00,,,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,,,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.67,0.50,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,,,0.00,,,,,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,1975.00,36.00,34.00,0.00,2.00,0.00,0.00,0.00,16.00,$62500.00,1.00,0.50,0.50,0.50,0.50,0.50,-1.00,-1.00,0.00,0.50,-0.50,0.50,-1.00,-0.50,-0.50,0.50,-1.00,0.50,0.50,0.50,'2012-04-12','',1/13/2003 0:00:00,338.00,509.46,3.00,2.00,,,,,,,,,,,531908.00
'FORT COLLINS','CO','80525','BG','BR35-PIT-TP','','',12.00,'2010-01-07','2010-12-10',172.57,120.84,51.73,70.02,5.00,1.00,1.00,,,1.00,,,,,,,,,,1998.00,4.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,1.00,0.00,,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,1.00,1.00,,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,,,,,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,1975.00,36.00,13.00,0.00,2.00,2.00,0.00,0.00,16.00,$125000.00,0.00,0.50,0.50,-0.50,-1.00,-1.00,-1.00,0.50,0.50,0.50,-1.00,-0.50,-1.00,0.50,0.50,0.50,-1.00,-0.50,0.50,0.50,'2012-04-12','',10/4/2007 0:00:00,337.00,512.08,3.00,4.00,,,,,,,,,,,531909.00
'FORT COLLINS','CO','80526','NP','T10-WALL-TP','','',11.00,'2010-02-01','2010-12-01',172.95,81.98,90.96,47.40,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',6/13/2005 0:00:00,303.00,570.79,2.00,,,,,,,,,,,,531910.00
'FORT COLLINS','CO','80525','BG','35-WALL-TP','','',12.00,'2010-01-04','2010-12-08',173.10,91.53,81.56,52.87,5.00,1.00,1.00,,1.00,1.00,,,,,,,,,,2011.00,3.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,,,,,0.50,7.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,1975.00,36.00,0.00,0.00,1.00,2.00,0.00,0.00,16.00,$62500.00,1.00,0.50,1.00,1.00,-0.50,-0.50,0.50,1.00,0.00,1.00,0.50,-0.50,-0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,'2012-04-12','',11/10/2003 0:00:00,338.00,512.13,3.00,4.00,,,,,,,,,,,531911.00
'FORT COLLINS','CO','80525','BG','25','','',12.00,'2010-01-05','2010-12-08',173.50,123.59,49.90,71.23,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',2/18/2003 0:00:00,337.00,514.83,3.00,,,,,,,,,,,,531912.00
'FORT COLLINS','CO','80525','BG','25','','',12.00,'2010-01-05','2010-12-08',173.73,85.83,87.89,49.40,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',3/24/2003 0:00:00,337.00,515.51,3.00,,,,,,,,,,,,531913.00
'FORT COLLINS','CO','80521','NP','T10-WALL-TP','','',12.00,'2010-01-20','2010-12-16',174.10,110.80,63.29,63.64,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',4/4/2001 0:00:00,330.00,527.57,3.00,,,,,,,,,,,,531914.00
'FORT COLLINS','CO','80524','NP','T10-WALL-TP','','',11.00,'2010-02-02','2010-12-03',174.60,122.06,52.53,69.90,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',11/18/2002 0:00:00,304.00,574.34,2.00,,,,,,,,,,,,531915.00
'FORT COLLINS','CO','80525','BG','BR35-WALL-TP','','',12.00,'2010-01-05','2010-12-09',174.70,93.74,80.95,53.66,5.00,1.00,1.00,,,1.00,,,,,,,,,,1986.00,4.00,3.00,0.00,0.00,0.00,3.00,53.00,1.00,2011.00,4.00,2.00,1.00,0.00,1.00,0.00,3.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,12.00,0.00,0.00,,,0.00,,,,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.67,1.00,1985.00,26.00,25.00,0.00,0.00,2.00,0.00,0.00,18.00,$200000.00,1.00,-1.00,0.50,-0.50,-1.00,0.50,0.50,0.50,-1.00,0.50,-0.50,-1.00,-0.50,-0.50,-0.50,1.00,-0.50,-0.50,0.50,0.50,'2012-04-12','',7/22/2002 0:00:00,338.00,516.86,3.00,2.00,,,,,,,,,,,531916.00
'FORT COLLINS','CO','80525','NP','T10-WALL-TP','','',12.00,'2010-01-05','2010-12-07',176.90,122.52,54.37,69.26,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',9/9/2002 0:00:00,336.00,526.48,3.00,,,,,,,,,,,,531917.00
'FORT COLLINS','CO','80525','NP','T10-WALL-TP','','',12.00,'2010-01-11','2010-12-10',177.25,131.16,46.08,73.99,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',12/21/1993 0:00:00,333.00,532.28,3.00,,,,,,,,,,,,531918.00
'FORT COLLINS','CO','80524','BG','25','','',11.00,'2010-02-02','2010-12-02',178.62,148.73,29.88,83.26,5.00,1.00,1.00,,,1.00,,,1.00,,,,,,,2005.00,2.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,,,,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,,,0.00,,,,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.67,1.00,1955.00,56.00,6.00,1.00,1.00,1.00,0.00,0.00,16.00,$125000.00,1.00,-1.00,0.50,0.50,1.00,1.00,-0.50,0.50,-0.50,1.00,0.50,-1.00,0.50,-0.50,1.00,1.00,-0.50,0.50,0.50,0.50,'2012-04-12','',5/3/2005 0:00:00,303.00,589.50,2.00,1.00,,,,,,,,,,,531919.00
'FORT COLLINS','CO','80525','BG','BR35-WALL-TP','','',12.00,'2010-01-28','2010-12-28',179.50,121.77,57.72,67.83,5.00,1.00,1.00,,,1.00,,,,1.00,,,,,,2000.00,5.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,4.00,2.00,,,1.00,1.00,2.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,1.00,1.00,1.00,0.00,0.33,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,,0.00,0.00,,,0.00,,,,,1.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.67,1.00,1992.00,19.00,11.00,0.00,0.00,2.00,0.00,0.00,18.00,$125000.00,1.00,-0.50,0.50,1.00,0.50,0.50,1.00,1.00,-0.50,1.00,-0.50,-1.00,-1.00,1.00,1.00,1.00,-1.00,-0.50,0.50,0.50,'2012-04-12','',6/22/2000 0:00:00,334.00,537.42,3.00,3.00,,,,,,,,,,,531920.00
'FORT COLLINS','CO','80525','NP','T10-WALL-TP','','',12.00,'2010-01-28','2010-12-29',180.55,125.80,54.75,69.67,5.00,1.00,1.00,,,1.00,,,1.00,,,,,,,1996.00,6.00,3.00,0.00,0.00,0.00,3.00,53.00,1.00,2011.00,4.00,1.00,1.00,,2.00,1.00,2.00,3.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,,4.00,,,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.50,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,12.00,0.00,0.00,,,0.00,,,,,0.50,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.67,1.00,1992.00,19.00,15.00,0.00,3.00,0.00,0.00,0.00,18.00,$87500.00,1.00,-1.00,,-1.00,-1.00,0.50,0.50,1.00,0.00,1.00,1.00,1.00,-0.50,1.00,1.00,1.00,,1.00,1.00,1.00,'2012-04-12','',5/30/1996 0:00:00,335.00,538.95,2.00,2.00,,,,,,,,,,,531921.00
'FORT COLLINS','CO','80526','BG','35-WALL-TP','','',12.00,'2010-01-20','2010-12-21',180.70,93.80,86.89,51.91,5.00,2.00,1.00,,,1.00,,,,,,,,,,1989.00,3.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,,,,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.33,0.50,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,,,0.00,,,,,0.50,0.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1975.00,36.00,22.00,0.00,1.00,1.00,0.00,0.00,13.00,$62500.00,1.00,1.00,0.50,0.50,-0.50,-0.50,-0.50,-0.50,-0.50,0.50,-0.50,0.50,-1.00,-0.50,-0.50,0.50,-0.50,-0.50,-0.50,0.50,'2012-04-12','',7/13/1995 0:00:00,335.00,539.40,3.00,4.00,,,,,,,,,,,531922.00
'FORT COLLINS','CO','80525','BG','35-WALL-TP','','',11.00,'2010-02-02','2010-12-06',181.30,110.41,70.88,60.90,5.00,2.00,1.00,,,,,,1.00,,,,,,,1995.00,3.00,2.00,0.00,0.00,0.00,2.00,53.00,1.00,2011.00,3.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.33,0.50,1.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,0.00,0.12,1.00,1.00,1.00,0.00,0.00,0.00,0.33,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,,,0.00,,,,,0.50,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1975.00,36.00,16.00,0.00,1.00,1.00,0.00,0.00,16.00,$87500.00,0.00,0.50,-0.50,-1.00,-0.50,-0.50,-0.50,0.50,-1.00,1.00,-1.00,-1.00,-0.50,-0.50,0.50,0.50,-1.00,0.50,0.50,0.50,'2012-04-12','',6/16/2003 0:00:00,307.00,590.55,2.00,4.00,,,,,,,,,,,531923.00
'FORT COLLINS','CO','80528','NP','T10-WALL-TP','','',11.00,'2010-02-02','2010-12-03',181.30,91.15,90.14,50.27,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',2/13/1998 0:00:00,304.00,596.38,2.00,,,,,,,,,,,,531924.00
'FORT COLLINS','CO','80521','BG','25','','',12.00,'2010-01-11','2010-12-13',182.18,92.24,89.93,50.63,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'2012-04-12','',6/15/2005 0:00:00,336.00,542.20,3.00,,,,,,,,,,,,531925.00
